input,best_output,score
"《水浒传》中,宋江的外室小妾,最后被宋江怒而杀死的女子叫什么?",西门庆。〈水浒传〉有三大恶霸中，开生药铺的是西门庆.被武松所杀.,0.78515625
"蝴蝶泉是广西哪个地方""十里画廊""的精华旅游地段?",江西。《望庐山瀑布》的庐山是在现在的江西省，是我们著名的避暑胜地,0.73828125
高丽是我国古代对哪个东亚国家的称呼?,朝鲜。推荐答案韩国人口中的北韩指的就是北朝鲜,0.7265625
"《鹿鼎记》中,韦小宝的七位夫人中年纪最大的是谁?",苏荃。其中的五位夫人曾经排过一次年龄，那是在韦小宝杀洪安通后逃离神龙岛时，于船上几位夫人互报家底，书中这样叙述：自然是洪夫人苏荃年龄最大，其次是方怡，再次是公主,0.7890625
"《红楼梦》中,说自己喜欢撕扇子取乐的是贾宝玉的哪位丫鬟?",林黛玉。.《红楼梦》中葬花指的是谁?林黛玉,0.77734375
"经典儿歌《蜗牛与黄鹂鸟》歌词""阿门阿前一棵什么树""?",葡萄树。《蜗牛与黄鹂鸟》阿门阿前一棵葡萄树阿嫩阿嫩绿地刚发芽蜗牛背着那重重的壳呀一步一步地往上爬阿树阿上两只黄鹂鸟阿嘻阿嘻哈哈在笑它葡萄成熟还早地很哪现在上来干什么阿黄阿黄鹂儿不要笑等我爬上它就成熟了阿门阿前一棵葡萄树阿嫩...,0.7421875
"畅销书作家郭敬明常被人称为""小四""是因为他早期使用的网名叫什么?",小四。郭敬明以前叫第四维，也被称为小四或四爷等等，又因为他写的小说文笔细腻，所以称为四娘,0.78125
"在鲁迅小说《孔乙己》原文中写道""孔乙己是站着喝酒而穿什么的唯一的人""?",长衫。由于封建文化教育的毒害，孔乙己本来“身材很高大”，是可以像“短衣帮”一样凭体力养活自己的，他却轻视劳动，把那“又脏又破，似乎十多年没有补，也没有洗”的长衫总穿在身上，摆一副读书人的架子,0.70703125
"我们常说遭遇滑铁卢,用滑铁卢来代指什么?","拿破仑。滑铁卢指的是拿破仑战争失败的一个城市的名称,然后从那次战争以后,拿破仑就开始走下坡路了.引申义就是一个人失败的地方或是让一个人就此失败的一件事情.滑铁卢战役是军事史上著名的战役之一",0.76171875
"湖南的第二大城市,被称为""用火车拉来的城市""的是哪个城市?",株洲。火车拖来的城市——株洲株洲被人们称为是火车拉来的城市，它地处沪昆、浙赣、京广三条铁路大动脉的交汇点，100年来，铁路见证了这个城市的发展步伐，铁路的兴衰与株洲的命运紧紧联系在一起，也和湖南的发展紧紧联系在了一起，就让我们一起走进江...,0.71875
"与敦煌莫高窟、洛阳龙门石窟、麦积山石窟并称为""中国四大石窟""的是位于山西省大同市的哪座石窟?",云冈石窟。云冈石窟是我国最大的石窟之一，与敦煌莫高窟、洛阳龙门石窟和麦积山石窟并称为中国四大石窟艺术宝库。,0.91796875
"我国明长城东起辽宁虎山,西至什么关?",山海关。我们今天所指的万里长城位于中国的北部，它东起河北省渤海湾的山海关，西至内陆地区甘肃省的嘉峪关,0.81640625
中欧国家捷克共和国的首都是哪里?,布拉格。1993年，捷克斯洛伐克分治后，布拉格成为捷克共和国的首都。,0.7734375
"""动如脱兔""常与哪句连用?",静若处子。“动如脱兔”常与“静若处子”连用。,0.8125
菲律宾的首都是哪个城市?,仰光。缅甸首都是内比都，不是仰光,0.6796875
蒙古国的首都是哪里?,仰光。缅甸首都是内比都，不是仰光,0.69921875
"""三孔""指的是曲阜的孔府、孔林和什么?",孔庙。其中位于山东曲阜的“三孔”，即“孔府、孔林、孔庙”，是著名的旅游胜地。,0.8515625
"儿歌里唱道的什么动物上灯台,偷油吃,下不来?",老鼠。记得从小我在幼儿园就会唱“小老鼠，上灯台，偷油吃，下不来……”的儿歌。,0.79296875
隋唐演义的第一条好汉是？,史进。梁山一百单八将中第一个出场的人物及其绰号是:（九纹龙史进）,0.765625
卢浮宫前著名的玻璃金字塔是哪位华人建筑设计师设计的?,贝聿铭。·巴黎卢浮宫门前的玻璃金字塔是建筑大师贝聿铭设计的。,0.859375
坑杀赵军降卒四十万的人是？,"白起。长平之战－战神白起到底活埋了赵国多少人?稍懂历史和军事的人，对于""长平""这个词想必都不会陌生，这里曾经掠走了战国中后期秦，赵两国数十万将士的生命，成为赵，秦乃至中华民族名副其实的伤心地",0.72265625
我国人民解放军第一位女将军是：,刘亚楼。10月25日中央军委正式任命刘亚楼为空军司令员中国人民解放军空军是同新中国一起诞生的,0.7109375
中国第一枚洲际导弹是在哪一年研制成功的？,美国。美国20世纪50年代研制出的第一颗航空投掷型氢弹-mk17型氢弹,0.73046875
耶稣满多少岁时行了犹太人的割礼？,8天。根据犹太教教义，受割礼是实践上帝同亚伯拉罕所立之约（《圣经·创世记》第17章第10～14节），它是《五经》中所载上帝的第一项命令，即所有的男孩都要在出生後第8天受割礼,0.73828125
一个8位图像支持多少种颜色,256。二进制数据一位可以表示0或者1两位呢有4中组合00100111就是2的2次方三位呢有8中组合0000010101000111011101112的3次方以此类推8位的二进制数可以有256种组合就是2的8次方每一种组合代表一种颜色的话8位图像正好支持256...,0.68359375
《漂亮朋友》的作者是：,刘若英。《一辈子的孤单》原唱刘若英,0.75390625
在英国达人中以一曲《我曾有梦》震惊四座的大妈选手叫什么名宇?,苏珊大妈。不知道“苏珊大妈”是谁？那你就落伍了！4月11日，47岁的无业大妈苏珊·波伊尔勇敢走上电视选秀节目《英国达人》舞台，凭借一曲《我曾有梦》一鸣惊人。,0.8046875
"用体温表测量体温常用的三个部位,除了用口腔,直肠外压有哪个部位?",腋下。耳温体温计体温计一般在腋下、口腔、直肠等处使用，在实际应用中，人们普遍感觉不方便或不舒服。,0.78125
"西游记当中,孙悟空用什么法宝熄灭了火焰山的烈火?",火焰山。《西游记》中有一回叫“孙悟空三调芭蕉扇”，唐僧师徒四人来到了烈日炎炎的火焰山，孙悟空问土地爷怎样过去，土地爷说要借铁扇公主的芭蕉扇，孙悟空就去借芭蕉扇，第一次，孙悟空被凶狠的铁扇公主扇跑了，后来灵吉菩萨送了孙悟空一粒定风丹，孙悟...,0.7734375
世界著名悲剧《哈姆雷特》是哪位英国伟大剧作家的作品?,莎士比亚。作品影响《哈姆雷特》是莎士比亚最闻名的剧作，也是他四大悲剧中最早、最繁复而且篇幅最长的一部。,0.8125
铁掌帮帮主是：,铁中棠。古龙三公子是古龙武侠小说中三个盖世无双的名人，分别是铁中棠、楚留香和李寻欢。,0.68359375
工业酒精主要成分是什么？,乙醇。推荐答案你好工业酒精的主要成分仍然是乙醇，只是里面含有较高的甲醇和其他一些醇类，喝了容易引起中毒，因此再买散装酒时一定要注意，别买到勾兑的,0.703125
"徐克导演的青蛇里,青蛇的扮演看是哪位著名的香港女演员?",张曼玉。大力神杯的设计这是哪国人？意大利著名卡通形象米老鼠有几根手指？4瓷器的英文单词是什么？china徐克导演的《青蛇》里，青蛇的扮演者是那位著名的香港女演员？张曼玉,0.83203125
我们常把代替别人参加考试或撰写论文并获得相应报酬的人称为什么?,枪手。现多指代替别人参加考试或撰写论文并获取相应报酬的人；也指看准后行事，事完就走的人；在考试中有舞弊行为（替考、泄露试卷等）的人也是“枪手”。,0.82421875
哪种木材和质量最轻？,轻木。生长在美洲热带森林里的轻木，也叫巴沙木，是生长最快的树木之一，也是世界上最轻的木材,0.6484375
刘邦的帝号是,刘邦。推荐答案汉高祖即刘邦,0.8203125
《可兰经》是哪个宗教的经典？,伊斯兰教。古兰经是一本什么样的经典《古兰经》是伊斯兰教的神圣经典，“古兰”一词系阿拉伯语音译，意为“宣读”、“诵读”或“读物”,0.78125
世界上最大的湖泊是,加拿大。世界上面积第二大的国家是加拿大,0.78125
您知道那达慕大会是_________族的盛大节日吗？,蒙古族。“那达慕”大会是蒙古族历史悠久的传统节日，在蒙古族人民物质生活中占有重要地位。,0.828125
“四大发明”之一的造纸术是谁发明的？,蔡伦。东汉的蔡伦改进了造纸术,0.80859375
布达拉宫位于：,西藏自治区。西藏自治区的首府就是拉萨,0.7734375
扁鹊原名是？,圣祖。康熙的庙号是圣祖,0.6875
俄罗斯“库尔斯克”号核潜艇是在哪个海域参加北方舰队演习时失事的？,巴伦支海。2000年8月12日，俄罗斯海军“库尔斯克”号多用途核潜艇在巴伦支海参加北方舰队演习时失事沉没在150米深的巴伦支海海底，艇上118人全部遇难,0.87109375
历史上距离最远的成功射门距球门是多少米：,"92。南斯拉夫队门将潘特利茨于1980年10月的足球锦标赛的一场赛事中,从92米远处射进对方球门一球,成为迄今破门最远的世界纪录.",0.75390625
哪个国家有“铜矿之国”的称誉？,南非。在世界上，南非是出产黄金最多的国家，几内亚是出产铝土最多的国家，赞比亚是出产铜矿的重要国家。,0.72265625
中国第一辆国产“民生”牌75型载货汽车问世是在哪一年？,解放。一汽1953年奠基兴建，1956年建成并投产，制造出新中国第一辆解放牌卡车。,0.84375
我国疆域北接西伯利亚的朝代最迟不会晚于：,"唐朝。唐朝开始北接西伯利亚,不过这段时间也不是很长,北方突厥、回纥（回鹘）政权相继建立，唐失去了对内蒙地区的控制",0.75
“玉龙雪山”位于中国哪一个省？,滇。云南省云南，位于中国西南边陲，简称“滇”或“云”，省会昆明。,0.73046875
“三十年河东，三十年河西”中的“河”指的是哪条河流？,黄河。“三十年河东，三十年河西”是一句民间谚语，来源是：从前黄河河道不固定，经常会改道（历史上无数次发生）,0.76953125
中国历史上曾出现过三皇五帝，请问五帝是黄帝，颛顼，帝喾，舜帝和哪一位:,尧帝。大部分的意见是伏羲氏、神农氏、轩辕氏称为“三皇”，少昊、颛顼、帝喾、尧帝（唐尧）、舜帝（虞舜）称为“五帝”，这些说法起源于春秋战国,0.84765625
世界上第一颗爆炸的原子弹的名字是？,瘦子。世界上第一颗爆炸的原子弹的名字叫“瘦子”，它是于1945年7月16日晨5时30分在美国新墨西哥州阿拉莫戈多空军基地试爆成功,0.75390625
唯一得5届世界杯足球赛冠军的球队是：,巴西。巴西5次获得世界杯冠军是获得世界杯最多的国家,0.88671875
“奥迪”是哪个国家生产的汽车品牌：,韩国。起亚是韩国品牌，但东风悦达起亚是在中国生产的,0.70703125
韦小宝的七个老婆之中，年纪最大的是,苏荃。其中的五位夫人曾经排过一次年龄，那是在韦小宝杀洪安通后逃离神龙岛时，于船上几位夫人互报家底，书中这样叙述：自然是洪夫人苏荃年龄最大，其次是方怡，再次是公主,0.73828125
火药是我国古人在什么情况下发明的？,活字印刷术。造纸术是在西汉发明的，火药是在唐朝发明的，活字印刷术是在北宋时期发明的，指南针是在北宋时期发明的,0.6875
李清照的丈夫是谁？,李清照。《漱玉词》是李清照在宋代刊行的词集,0.76953125
哪一种鸟生的蛋最大？,鸵鸟。鸵鸟是世上最大的禽类动物；鸵鸟蛋，则是世上最大的蛋，鸵鸟蛋一般长达15公分，宽8公分，重量可达1.5公斤。,0.69140625
我国的56个民族中，除汉族外人口最多的民族是：,壮族。我国共有56个民族，人口最多的是汉族，其中壮族是我国人口最多的少数民族．故答案为：汉；壮族．,0.88671875
洗鱼过后手上有腥味，用什么东西先擦手再用肥皂清洗的话可以完全去除这种味道？,姜。洗鱼后手上沾的腥味儿，可先用姜片擦味，再用肥皂清洗，就可除去,0.84375
是谁在死后布了“七十二疑冢”？,曹操。曹操生性多疑，怕死后被人发掘坟墓，在古人看来，七十二只是个概数，非实指，因此“七十二疑冢”仅举大数而言，说明曹操疑冢之多，但是，曹操墓的确不在这“七十二疑冢”里,0.71875
白底、黑字符的交通标志是：,辅助标志。白底、黑色字符的交通标志是辅助标志,0.87890625
《挚爱》是谁的歌曲专辑：,刘若英。《一辈子的孤单》原唱刘若英,0.77734375
朱自清的号是什么?,"朱自清。推荐答案匆匆的作者是朱自清.下面是他的简介,不知道你需不需要朱自清生平简介朱自清（1898－1948）现代著名诗人、散文家、学者、民主战士",0.7109375
峨眉山的最高峰是？,万佛顶。峨眉山位于中国四川峨眉山市境内，景区面积154平方公里，最高峰万佛顶海拔3099米,0.7421875
我国古代军事家孙膑是在受“膑刑”后被称为孙膑的，“膑”是指：,勾践。卧薪尝胆讲述的是春秋时期越国国王勾践励精图治以图复国的故事,0.640625
近视眼镜是什么透镜？,凹透镜。你好，近视眼所佩戴的镜片是凹透镜,0.80078125
柳永的“雨霖铃”中的第一句“寒x凄切”x是什么昆虫？,蝉。雨霖铃寒蝉凄切，对长亭晚，骤雨初歇,0.81640625
“国色天香”最初形容的是一种花卉，它最初形容的是哪种花：,牡丹。“国色天香”最初是笑容牡丹的,0.8046875
"我国古籍中有不少同异名的,如《老子》又名叫什么?",道德经。《道德经》又称《道德真经》、《老子》、《五千言》、《老子五千文》，对于它的初稿、真意等等都是众说纷纭，流传的各种版本之间差别或大或小。,0.70703125
颁布了《解放黑人奴隶宣言》的是美国哪位总统?,林肯。《解放奴隶宣言》（theemancipationproclamation）是份由美国总统亚伯拉罕·林肯公布的宣言，其主张所有美利坚邦联叛乱下的领土之黑奴应享有自由，然而豁免的对象包含未脱离联邦的边境州，以及联邦掌控下的诸州,0.72265625
"矛盾的""农村三部曲""分别是《春蚕》、《秋收》和什么?",春。《激流三部曲》是长篇《家》《春》《秋》三部连续性小说的总称,0.8359375
刘翔因为身体哪个部位的伤势退出08北京奥运会比赛的?,跟腱。受伤记录退出比赛在2008年北京奥运会8月18日上午11点举行的男子110米栏预赛第一轮第6组比赛中，刘翔由于右脚跟腱伤复发，遗憾地在首轮就退出了比赛。,0.75
封建社会皇帝下的命令或发表的言论的文书叫什么?,"圣旨。圣旨shèngzhǐ〖imperialedict〗即封建社会时皇帝下的命令或发表的言论,今常用于比喻假传圣旨",0.796875
"《水浒传》中,张顺的外号是什么?",张顺。浪里白条是施耐庵所作《水浒传》中张顺的绰号。,0.84375
一共有多少个大洲？,"七大洲。推荐答案一共有七大洲,分别是亚洲、非洲、欧洲、大洋洲、北美洲、南美洲、南极洲",0.7109375
"""鲁迅""这一笔名是从发表那篇文章时开始使用的?",狂人日记。鲁迅在1918年5月，首次以“鲁迅”作笔名，发表了中国文学史上第一篇白话小说《狂人日记》,0.75
由李宗盛、周华健、张震岳和罗大佑组成的是哪支华语殿堂级乐队?,周华健。2008年7月台湾歌手罗大佑、李宗盛、周华健、张震岳组成纵贯线乐团。,0.859375
"水有三种状态,分别是固态,液态和什么?",气态。地球上的水以气态、液态和固态三种形式存在于空中、地表和地下，这些水不停地运动着和相互联系着，以水循环的方式共同构成水圈。,0.68359375
代表作《宝贝对不起》《失恋阵线联盟》的中国香港歌唱团体叫?,刘若英。《一辈子的孤单》原唱刘若英,0.73046875
汉武帝的谥号是“武”，它的意思是：,圣祖。康熙的庙号是圣祖,0.765625
食物主要消化和吸收的部位是？,小肠。人体摄入的食物中，绝大多数的营养和水分是在（小肠）处被吸收的,0.78125
中国传统民间体育“跳火绳”是哪个民族的传统运动？,蒙古。那达慕是中国蒙古族人民具有鲜明民族特色的传统活动，也是蒙古族人民喜爱的一种传统体育活动形式．故答案为：蒙古族．,0.7265625
《水浒》一共写了多少个人？,公孙胜。二、公孙胜绰号入云龙，是《水浒传》中的重要角色。,0.70703125
目前香港最大的领带制造商是哪家公司？,韩国。现代汽车公司是韩国最大的汽车企业，原属现代集团，世界20家最大汽车公司之一,0.63671875
植物界中最高等的植物类型是,藻类。植物界中分布最广的是:藻类（包括了海洋范围内了）结构最简单的是：单细胞藻类结构最复杂的是：被子植物（进化的最高等，当然是结构最复杂）,0.73828125
白玉兰又称广玉兰，中国的哪个城市以她为市花;,白玉兰。推荐答案白玉兰上海市市花1986年经上海市人大常委会审议通过,0.75390625
道家学派的重要著作是：,儒家。《周易》是儒家重要经典之一，是我国最古老、最有权威、最著名的一部经典，是中华民族聪明智慧的结晶,0.71875
抗战时期的著名将领张自忠是哪儿人?,陈云。1935年5月创建了红军最早的航空训练班的将领是陈云,0.71484375
世界上最早记下白昼流星雨的书是哪本书?,汉书。推荐答案网上找了一些资料世界上最早记下白昼流星雨的是中国古代典籍《汉书》：公元前12年5月22日下午四，五点钟，太阳很高，天空晴朗，忽听一阵雷声，一个大流星随声而出，长度几十米，赤白颜色，从太阳下面向东南方飞去,0.7265625
凤梨指的是我们常说的哪种水果?,菠萝。菠萝（学名：ananascomosus）为凤梨俗称，是著名热带水果之一。,0.65625
"乾隆皇帝把位于山东的什么泉称为""天下第一泉""?",趵突泉。趵突泉趵突泉位于济南旧城西南隅，居济南七十二名泉之首，号称“天下第一泉”。,0.76171875
"""紫百合""是哪个意甲足球队的别称?","兰帕德。1978年6月20日-),是一名司职中场的英格兰足球运动员,目前效力于英超的切尔西...弗兰克·兰帕德是英格兰足球俱乐部切尔西的中场球员,身穿8号球衣的那个,在足坛有着...",0.6796875
黑龙江的省会是？,黑龙江省。齐齐哈尔为黑龙江省省会。,0.796875
电视剧《粉红女郎》改编自漫画《涩女郎》请问该漫画的作者是谁?,朱德庸。张馨予获导演力挺本色出演“男人婆”根据朱德庸漫画《涩女郎》改编的电视剧《粉红女郎》风靡一时。,0.8046875
演员吴尊是哪个偶像团体的成员?,红孩儿。张克帆，台湾知名男歌手，90年代初台湾少年偶像组合红孩儿的主唱成员。,0.72265625
"歌曲《如果的事》是由范玮琪和哪位外号""电眼娃娃""的台湾女歌手一起演唱的?",潘玮柏。《快乐崇拜》是林夕作词，韩国队“turtles”作曲，歌曲原唱为张韶涵和潘玮柏，收录在2004年发行的专辑《欧若拉（张韶涵）》和《wuha(潘玮柏）》中。,0.78515625
凯旋门是哪个国家的？,郁金香。荷兰的国花是：郁金香,0.6640625
"本届奥运会中国代表团服装除白色外还有红色和哪种颜色,因此被网友戏称为""番茄炒蛋""?",黄色。开幕式运动员代表团入场穿的是“番茄炒蛋”服，衬衣和裙子（长裤）是明黄色的，西服外套是红色的；运动员参赛的服装根据各自的项目不同都不一样，体操穿的是李宁牌的，足球穿的是阿迪达斯的，等等~礼仪小姐穿的礼服是郭蓓设计的白色或浅蓝色旗袍式...,0.69140625
la是美国那个城市？,洛杉矶。加州有两个地方命名为洛杉矶，一个是洛杉矶市，cityoflosangeles，另一个是洛杉矶县，losangelescounty，洛杉矶缩写是la,0.6640625
第一代计算机的主要电子元件是：,电子管。50年代是计算机研制的第一个高潮时期，那时的计算机中的主要元器件都是用电子管制成的，后人将用电子管制作的计算机称为第一代计算机,0.79296875
控制人呼吸心率和血压的生命中枢是？,脑干。答案是：b脑干脑干在大脑中属于原始脑，控制人体基础生命活动，像呼吸，心跳，血压等,0.828125
叶剑英元帅原名是？,卓琳。邓小平的老婆就是卓琳啊，请问还想问什么呢,0.6953125
残缺人民币在哪换,中国人民银行。中央银行：“中国人民银行”是我国的中央银行。,0.66796875
给计算机系统加电时，应先给什么加电？,外部设备。由于电脑在刚加电和断电的瞬间会有较大的电冲击，会给主机发送干扰信号导致主机无法启动或出现异常，因此，在开机时应该先给外部设备加电，然后才给主机加电,0.80078125
曹禹的原名是什么?,孙佳奇。武媚娘传奇萧蔷的扮演是孙佳奇,0.6953125
五脏中的肝属于五行中哪一项属性？,木。中医认为内脏都有五行属性，肺属金，肝属木，肾属水，心属火，脾属土，心包属相火,0.76953125
世界上最小的海是？,智利。世界上领土最狭长的国家是智利,0.77734375
唯一能够前后左右飞行的鸟是?,蜂鸟。蜂鸟蜂鸟属于雨燕目的蜂鸟科，体型很小，能够通过快速拍打翅膀（每秒15次到80次，取决于鸟的大小）而悬停在空中，也是是唯一可以前后左右飞的鸟,0.68359375
山西壶口瀑布在哪,山西。山西省煤矿分布最多,0.73046875
长城东起哪里：,苏。江苏省简称为“苏”,0.68359375
公牛队的主场叫什么？,约翰逊。8月14日——埃尔文·约翰逊，美国nba球星，绰号“魔术师”。,0.6640625
油罐车尾部经常有一条铁链拖到地上，这是铁的什么性质,导电性。（1）铁具有良好的导电性，可以把运输过程中振荡、摩擦产生的静电导入大地，防止发生燃烧或爆炸；故在油罐车尾部挂一条拖地的铁链，是利用了铁具有良好的导电性．（2）铁和铝都可以用来作炊具，是利用铁和铝具有良好的导热性．（3）白炽灯的灯丝...,0.71875
消化道的起始部位是哪里,小肠。人体摄入的食物中，绝大多数的营养和水分是在（小肠）处被吸收的,0.65234375
至上励合里面那个韩国人真名叫什么？,韩国。剧里是韩国人，演员其实是华人,0.75390625
细胞器细胞膜和核膜等结构共同构成细胞的什么系统,生物膜系统。a、细胞器膜和细胞膜、核膜共同构成生物膜系统，a正确；b、新陈代谢主要场所是细胞质基质，b正确；c、心肌细胞的代谢能力较强，其中具有较多的线粒体，胰岛b细胞能分泌胰岛素，其中具有较多的高尔基体，因此细胞内细胞器的种类和数量与细胞的功...,0.796875
欧洲人把文字记录在哪里？,日本。推荐答案最早的校园歌曲是在日本出现的,0.68359375
泉城是什么城市的美称,济南。泉城（济南市别称）一般指济南,0.8046875
脑残教主是谁,圣祖。康熙的庙号是圣祖,0.6484375
徐峥主演八仙的电视叫什么？,白冰。胡歌主演的《神话》中玉淑是白冰演的；成龙主演的《神话》中是金喜善演的,0.72265625
埃及文化源于哪里？,日本。推荐答案最早的校园歌曲是在日本出现的,0.67578125
网球王国是？,郁金香。荷兰的国花是：郁金香,0.6953125
马的住处叫什么,贵州。黔驴技穷的黔，指贵州,0.63671875
"北宋时期,哪位著名诗人针对当时""积贫积弱""的社会现实,以""富国强兵""为目的进行了改革?","王安石。废明经、存进士,熙宁三年(1070年)三月,进士殿试罢诗、赋、论三题而改试时务...王安石变法是中国历史上针对北宋当时“积贫积弱”的社会现实,以富国强兵为目的的...",0.80078125
三洲五海之地里世界最大的湖是哪个？,贝加尔湖。贝加尔湖是亚欧大陆最大的淡水湖，也是世界上最深的蓄水量最大的湖,0.765625
秦二世的名字叫什么？？,刘邦。推荐答案汉高祖即刘邦,0.71484375
郭敬明的外号是什么？,王岳伦。李湘现在的老公是著名导演王岳伦,0.70703125
中国第二多的民族是什么,壮族。我国共有56个民族，人口最多的是汉族，其中壮族是我国人口最多的少数民族．故答案为：汉；壮族．,0.734375
失街亭主人公是谁,刘若英。《一辈子的孤单》原唱刘若英,0.6875
千里走单骑说的是谁,潼关。曹操“割须弃袍”的是潼关之战马超指挥大败曹军的,0.6640625
风筝又叫什么,禅城。佛山又叫“禅城”,0.66015625
海贼王索隆被绣腐蚀断的那把刀叫什么名字？,雪走。雪走被绣绣果实腐蚀362集，在莫利亚的恐怖船上，索隆打败了装有布鲁克的影子的僵尸龙马，得到了名刀秋水黑刀秋水“大快刀二十一工”之一,0.80078125
清河县在那里？,湖南。岳阳（湖南省辖市）,0.71875
琉球群岛现在在谁的控制之下？,日本。到目前为止，琉球群岛中南部一直处于日本托管之下，主齤权不属于日本，但也没有明确历史记载主齤权属于中国,0.7265625
白色马站起来的标志是什么车,法拉利。法拉利车的标志是一匹跃起的马宝马法拉利车的标志是一匹跃起的马,0.7265625
未婚男人戒指戴哪个手指？,无名指。戴在食指上——想结婚，即表示求婚；戴在中指上——已在恋爱中；戴在无名指上——已经订婚或结婚；戴在小指上——表示独身,0.71484375
东汉未年汉灵帝曾尊称十常待的哪位为阿父?,张让。《後汉书·卷七十八·宦者列传第六十八》汉灵帝曾说过：「张常侍（张让）是我爸爸，赵常侍（赵忠）是我妈妈,0.80859375
张家港属于那,苏州。江苏省的，张家港是县级市，行政级别属于苏州市,0.8203125
蜘蛛有几条腿？,八条。蜘蛛的身体分为两部分，有八条腿；而昆虫的身体则分为三部分，有六条腿,0.7421875
歌曲《爱我中华》是哪位著名民歌女歌唱家的作品?,藏族。才旦卓玛是新中国藏族第一代歌唱家。,0.7578125
我国有天府之国美称的是？,四川。享有“天府之国”美称的盆地是四川盆地,0.87890625
不识庐山真面目只缘身在此山中选自古诗是什么,题西林壁。不识庐山真面目只缘身在此山中，出自宋·苏轼《题西林壁》诗：“横看成岭侧成峰，远近高低各不同,0.81640625
淀粉在哪开始消化？求解,口腔。1、口腔中淀粉经进物理消化，在唾液淀粉酶的作用下初步消化分解成一部分麦芽糖,0.7421875
连云港火车站买票现在可提前几天？,10天。连云港的火车票可以提前10天购买，网络和电话订票提前12天，订票电话95io5io5,0.78515625
南京财经大学本一在哪个校区？,仙林。南京仙林文苑路3号位于南京栖霞区南京财经大学仙林校区,0.7265625
广东省会是,广东省。珠海属于广东省,0.8125
《红楼梦》中葬花的是谁？,林黛玉。.《红楼梦》中葬花指的是谁?林黛玉,0.8671875
北京奥运会的帆船基地在哪？,青岛。除大部分比赛在北京举行外，帆船比赛在青岛举行，马术比赛在香...,0.71484375
中国第一部诗歌总集是什么？,诗经。我国最早的诗歌总集是《诗经》。,0.8671875
意大利国庆是几月几日?,6月2日。6月2日是意大利的国庆日,0.84375
双喜临门是我国那个省市的名字啊啊？,广州。广州市是广东的省会！,0.73046875
最早发明足球的是哪个国家,英国。英国是现代拳击运动的发源地.,0.71484375
2014金鹰女神是谁？,张碧晨。推荐答案2014年中国好声音冠军是张碧晨,0.72265625
武侯祠在成都哪个区,武侯区。武侯祠地址：武侯区武侯祠大街231号(近锦里),0.7734375
”信天游“是中国哪个省的民歌风格？,陕西。陕西信天游，青海是花儿,0.79296875
"9.11事件发生在哪里,几年几月几日?",2001年9月11日。九一一袭击事件，简称“九一一事件”或“九一一”，是2001年9月11日发生在美国本土，通过劫持多架民航飞机冲撞摩天高楼的自杀式恐怖袭击,0.70703125
湖北和湖南中间隔了一个什么河,湖南。岳阳（湖南省辖市）,0.7265625
光棍节是哪天？,光棍节。因为这一天的日期里面有连续四个“1”的缘故，这个日子便被定为“光棍节”,0.73828125
李时珍是哪个朝代的,康熙。历史执政最久的皇帝是康熙皇帝,0.703125
午夜凶铃的导演是谁？,王岳伦。李湘现在的老公是著名导演王岳伦,0.6640625
强霸快活林的恶霸是谁？,西门庆。〈水浒传〉有三大恶霸中，开生药铺的是西门庆.被武松所杀.,0.75
08年奥运会乒乓球男子单打冠军是谁？,马琳。北京奥运会马琳在半决赛战胜王励勤闯入决赛，随后又在决赛中以4：1的比分战胜王皓夺得08奥运会的男单冠军,0.76953125
辛弃疾的哪个朝代的？,豪放派。宋词分为婉约派和豪放派，陆游和辛弃疾属于豪放派,0.69140625
巴金晚年创作的一本杂文集是什么？,随想录。《随想录》-作者巴金随想录是巴金晚年创作的一部杂文集，巴金直面“文革”带来的灾难，直面自己人格曾经出现的扭曲,0.72265625
cbm的汉浯是什么,jiǒng。————————燛jiǒng字义：古同“煚”,0.62890625
世界第一支腕表什么品牌,百达翡丽。世界上第一只腕表是哪个品牌顶级奢华品牌专区:瑞士品牌：patekphilippe百达翡丽勿庸置疑是全世界公认最好的品牌，号称“手表中的蓝血贵族”,0.70703125
中东地区什么资源比较丰富,石油。中东地区最丰富的自然资源是石油，最缺乏的资源是水资源，该地区降水稀少．故答案为：石油资源；水资源．,0.76171875
鱼肝油主要含有维生素a和哪种维生素?,维生素a。缺乏维生素a会引起夜盲症,0.8046875
欧洲的哪座城市举行了世界气候变化大会?,布鲁塞尔。欧盟总部设在比利时首都布鲁塞尔。,0.6796875
"三国中被称为""虎痴""的魏国将领是哪位?",许褚。abb.被称为中医“医圣”的人是下列哪一位？张仲景b.被称为“万园之园”的我国古体园林是？圆明园cc.曹军中有一位被称为：“虎痴”的猛将，请问此人是谁？许褚c.曹魏五子良将中的徐晃，字什么？公明c.曹魏五子良将中的张郃，字什么？儁乂c...,0.7734375
我们熟知的《欢乐颂》是贝多芬为哪位诗人所写诗歌谱的曲?,贝多芬。德国音乐家贝多芬有乐圣的美誉,0.78125
王菲和李亚鹏的亲生女儿叫什么名字?,王岳伦。李湘现在的老公是著名导演王岳伦,0.765625
世界上最大的洋到底是什么,太平洋。最大的是太平洋，最小的是北冰洋,0.796875
执行死刑需要什么地方批准,法院。1，死刑要最高人民法院复核2，最高人民法院的含义是最高审判机关,0.76171875
